
2024-06-20 12:10:27.385015,1,b'-8.94,0.23,1.65,-0.05,0.01,-0.01',2,b'-1.17,0.68,9.75,-0.06,-0.03,-0.01'
2024-06-20 12:10:29.441857,1,b'-8.91,0.31,1.62,0.00,0.01,0.01',2,b'-1.14,0.64,9.75,-0.06,-0.03,-0.01'
2024-06-20 12:10:31.520157,1,b'-8.90,0.32,1.61,-0.03,0.01,-0.00',2,b'-1.16,0.66,9.70,0.00,-0.05,-0.00'
2024-06-20 12:10:32.694077,1,b'-8.90,0.29,1.60,0.08,0.01,0.06',2,b'-1.18,0.65,9.78,-0.08,-0.02,-0.02'
2024-06-20 12:10:33.752803,1,b'-8.90,0.25,1.61,-0.01,0.03,0.02',2,b'-1.19,0.61,9.78,-0.07,-0.03,-0.02'
2024-06-20 12:10:34.798650,1,b'-8.91,0.25,1.64,-0.07,0.02,-0.02',2,b'-1.13,0.65,9.74,-0.07,-0.03,-0.02'
2024-06-20 12:10:35.896573,1,b'-8.88,0.31,1.55,-0.06,0.01,-0.02',2,b'-1.15,0.61,9.77,-0.08,-0.03,-0.02'
2024-06-20 12:10:36.929485,1,b'-8.90,0.34,1.60,-0.01,0.02,0.01',2,b'-1.14,0.61,9.77,-0.05,-0.03,-0.01'
2024-06-20 12:10:38.344190,1,b'-8.90,0.33,1.62,-0.03,0.02,-0.00',2,b'-1.17,0.64,9.77,-0.07,-0.03,-0.02'
2024-06-20 12:10:40.407139,1,b'-8.92,0.20,1.64,-0.03,0.03,-0.00',2,b'-1.15,0.64,9.76,-0.05,-0.03,-0.01'
2024-06-20 12:10:42.925659,1,b'-8.90,0.24,1.64,-0.08,0.01,-0.04',2,b'-1.15,0.64,9.76,-0.06,-0.03,-0.01'
2024-06-20 12:10:44.001990,1,b'-8.91,0.27,1.63,-0.04,0.03,0.00',2,b'-1.15,0.63,9.78,-0.07,-0.03,-0.02'
2024-06-20 12:10:45.078334,1,b'-8.90,0.26,1.59,0.02,0.02,0.02',2,b'-1.14,0.63,9.75,-0.06,-0.03,-0.01'
2024-06-20 12:13:08.378213,1,b'-8.89,-0.08,1.70,-0.01,0.02,0.01',2,b'-1.17,0.52,9.74,-0.05,-0.03,-0.01'
2024-06-20 12:13:09.439217,1,b'-8.88,0.00,1.69,-0.05,0.02,-0.01',2,b'-1.16,0.48,9.77,-0.07,-0.03,-0.01'
2024-06-20 12:13:10.467458,1,b'-8.91,-0.12,1.80,-0.05,0.02,-0.01',2,b'-1.17,0.49,9.91,-0.13,-0.01,-0.02'
2024-06-20 12:13:11.493861,1,b'-8.88,-0.08,1.70,-0.04,0.02,-0.00',2,b'-1.17,0.51,9.76,-0.08,-0.02,-0.02'
2024-06-20 12:13:13.587985,1,b'-8.87,-0.05,1.69,-0.04,0.02,-0.01',2,b'-1.18,0.50,9.78,-0.07,-0.03,-0.02'
2024-06-20 12:13:14.683921,1,b'-8.91,-0.12,1.74,-0.04,0.02,-0.00',2,b'-1.18,0.51,9.66,-0.07,-0.03,-0.02'
2024-06-20 12:13:16.774411,1,b'-8.87,-0.05,1.68,-0.05,0.02,-0.01',2,b'-1.20,0.50,9.79,-0.07,-0.03,-0.01'
2024-06-20 12:13:18.868960,1,b'-8.90,-0.03,1.72,-0.04,0.02,-0.00',2,b'-1.19,0.48,9.76,-0.06,-0.03,-0.01'
2024-06-20 12:13:20.937061,1,b'-8.89,-0.04,1.70,-0.09,0.02,-0.04',2,b'-1.15,0.55,9.67,-0.07,-0.03,-0.01'
2024-06-20 12:13:23.008591,1,b'-8.87,-0.01,1.68,-0.06,0.01,-0.03',2,b'-1.19,0.50,9.77,-0.06,-0.03,-0.01'
2024-06-20 12:13:25.726666,1,b'-8.88,-0.09,1.67,0.04,0.02,0.04',2,b'-1.18,0.52,9.77,-0.08,-0.02,-0.02'
2024-06-20 12:13:26.780795,1,b'-8.89,-0.08,1.71,0.03,0.02,0.03',2,b'-1.18,0.49,9.76,-0.06,-0.03,-0.01'
2024-06-20 12:13:27.805252,1,b'-8.89,-0.04,1.70,-0.04,0.02,-0.01',2,b'-1.18,0.52,9.79,-0.08,-0.02,-0.02'
2024-06-20 12:13:28.827856,1,b'-8.90,-0.10,1.71,-0.00,0.02,0.02',2,b'-1.20,0.49,9.78,-0.07,-0.03,-0.01'
2024-06-20 12:13:30.045425,1,b'-8.89,-0.04,1.67,-0.03,0.02,-0.00',2,b'-1.19,0.51,9.77,-0.08,-0.03,-0.02'
2024-06-20 12:13:31.509507,1,b'-8.90,-0.10,1.69,-0.02,0.02,0.01',2,b'-1.19,0.50,9.75,-0.07,-0.03,-0.01'
2024-06-20 12:13:32.558637,1,b'-8.88,-0.06,1.69,-0.06,0.02,-0.02',2,b'-1.21,0.50,9.71,-0.07,-0.03,-0.01'
2024-06-20 12:13:34.586649,1,b'-8.88,-0.07,1.71,0.00,0.01,0.02',2,b'-1.20,0.45,9.79,-0.06,-0.03,-0.01'
2024-06-20 12:13:36.797355,1,b'-8.89,-0.13,1.72,-0.08,0.02,-0.03',2,b'-1.17,0.48,9.75,-0.07,-0.03,-0.01'
2024-06-20 12:13:38.841334,1,b'-8.87,-0.08,1.70,-0.03,0.02,-0.00',2,b'-1.24,0.43,9.77,-0.06,-0.03,-0.01'
2024-06-20 12:13:40.984756,1,b'-8.87,-0.08,1.69,-0.05,0.03,-0.00',2,b'-1.18,0.51,9.74,-0.06,-0.03,-0.01'
2024-06-20 12:13:43.000049,1,b'-8.88,-0.07,1.67,-0.01,0.02,0.01',2,b'-1.21,0.48,9.78,-0.05,-0.03,-0.01'
2024-06-20 12:13:45.109366,1,b'-8.89,-0.13,1.69,0.01,0.02,0.02',2,b'-1.21,0.48,9.77,-0.08,-0.02,-0.02'
2024-06-20 12:13:47.175065,1,b'-8.88,-0.11,1.69,0.01,0.02,0.02',2,b'-1.21,0.50,9.73,-0.07,-0.03,-0.02'
2024-06-20 12:13:49.258143,1,b'-8.88,-0.06,1.70,0.02,0.02,0.03',2,b'-1.19,0.49,9.74,-0.06,-0.03,-0.01'
2024-06-20 12:13:50.331521,1,b'-8.89,-0.08,1.72,-0.06,0.02,-0.02',2,b'-1.19,0.47,9.75,-0.07,-0.03,-0.02'
2024-06-20 12:13:52.391186,1,b'-8.87,-0.11,1.69,-0.03,0.02,-0.00',2,b'-1.20,0.48,9.75,-0.06,-0.03,-0.01'
2024-06-20 12:13:54.434210,1,b'-8.88,-0.08,1.72,-0.08,0.03,-0.03',2,b'-1.20,0.49,9.77,-0.07,-0.03,-0.01'
2024-06-20 12:13:55.531830,1,b'-8.89,-0.07,1.70,-0.04,0.02,-0.01',2,b'-1.21,0.47,9.76,-0.06,-0.03,-0.01'
2024-06-20 12:13:56.577594,1,b'-8.90,-0.12,1.67,0.01,0.02,0.02',2,b'-1.17,0.52,9.65,-0.04,-0.03,-0.01'
2024-06-20 12:13:57.628947,1,b'-8.83,-0.10,1.68,-0.04,0.02,-0.01',2,b'-1.20,0.49,9.77,-0.05,-0.03,-0.01'
2024-06-20 12:13:58.765763,1,b'-8.87,-0.11,1.66,-0.03,0.02,-0.01',2,b'-1.14,0.52,9.54,0.01,-0.04,-0.00'
2024-06-20 12:14:00.858178,1,b'-9.72,2.02,-1.64,1.78,-1.40,3.19',2,b'-1.21,0.53,9.73,-0.08,-0.03,-0.02'
2024-06-20 12:14:02.954259,1,b'-8.88,0.60,1.65,-0.00,0.02,0.02',2,b'-1.24,0.46,9.75,-0.06,-0.03,-0.01'
2024-06-20 12:14:04.096851,1,b'-8.87,0.57,1.70,-0.07,0.02,-0.03',2,b'-1.25,0.40,9.81,-0.09,-0.02,-0.02'
2024-06-20 12:38:51.470400,1,b',-6.75,-6.94,-2.01,-0.07,0.02,-0.03',2,b',-3.82,-0.95,-9.05,-0.05,-0.02,-0.02'
2024-06-20 12:38:52.517158,1,b',-6.72,-7.04,-2.16,-0.07,0.02,-0.02',2,b',-3.78,-0.96,-9.08,-0.06,-0.03,-0.02'
2024-06-20 12:38:53.594795,1,b',-6.87,-6.81,-2.07,-0.01,0.01,0.00',2,b',-3.66,-1.01,-9.12,-0.09,-0.04,-0.00'
2024-06-20 12:38:54.649177,1,b',-6.70,-7.00,-2.07,-0.01,0.01,0.01',2,b',-3.71,-0.94,-9.12,-0.06,-0.02,-0.02'
2024-06-20 12:38:55.676539,1,b',-6.57,-7.12,-2.20,-0.29,0.03,-0.16',2,b',-3.63,-1.06,-9.18,-0.15,-0.06,-0.01'
2024-06-20 12:38:56.745269,1,b',-6.79,-6.95,-2.09,-0.10,0.01,-0.05',2,b',-3.76,-0.90,-9.09,-0.08,-0.04,-0.01'
2024-06-20 12:38:57.789815,1,b',-6.81,-6.93,-2.01,-0.04,0.04,-0.01',2,b',-3.75,-1.03,-9.08,-0.02,-0.02,-0.03'
