2024-06-20 17:10:23.259459,1.49,0.54,0.17,-0.10,0.04,0.15,-0.35,-1.51,2.63,-0.01,-0.01,0.00
2024-06-20 17:10:25.300978,1.46,0.16,0.00,0.01,0.00,-0.01,-0.27,-1.56,2.68,-0.00,-0.00,-0.00
2024-06-20 17:10:27.324736,1.10,0.24,0.09,-0.08,-0.01,0.09,-0.37,-1.65,2.75,-0.01,-0.01,0.00
2024-06-20 17:10:29.390633,1.51,0.15,-0.03,0.00,-0.00,-0.00,-0.31,-1.63,2.77,-0.00,0.00,-0.00
2024-06-20 17:10:31.419916,1.49,0.17,-0.03,0.00,-0.00,0.00,-2.01,-9.55,3.71,2.36,-1.19,1.99
2024-06-20 17:10:33.463966,2.07,-0.45,-0.60,0.46,-0.07,0.43,0.08,-1.80,2.29,0.05,-0.09,0.11
2024-06-20 17:10:35.518117,1.81,0.27,0.07,-0.03,-0.05,-0.04,0.71,-1.10,1.78,0.20,0.15,-0.11
2024-06-20 17:10:37.578171,1.23,0.64,0.16,0.00,-0.00,-0.04,0.81,-0.97,1.57,-0.17,0.11,0.05
2024-06-20 17:10:39.608480,1.91,0.71,0.13,0.24,-0.03,-0.26,0.90,-0.87,1.16,-0.69,0.14,0.29
2024-06-20 17:10:41.662148,1.54,0.14,0.04,-0.02,-0.08,-0.09,1.57,-0.87,0.94,0.24,0.01,-0.14
2024-06-20 17:10:43.703807,2.25,0.99,0.11,-0.10,0.13,0.22,1.08,-0.77,1.05,0.06,0.72,-0.59
2024-06-20 17:10:44.902887,2.23,0.88,0.00,0.18,-0.04,-0.16,1.78,-0.45,0.28,0.31,-0.90,0.34
2024-06-20 17:10:45.937987,2.06,0.19,0.06,0.33,-0.24,-0.45,0.94,-0.84,1.09,-0.33,0.06,0.12
2024-06-20 17:10:46.965613,1.90,0.09,-0.15,-0.08,-0.16,-0.05,0.94,-0.94,1.38,-0.48,0.27,0.15
2024-06-20 17:10:47.994302,1.91,0.18,-0.12,-0.12,-0.11,0.03,0.98,-1.27,1.72,0.22,-0.14,-0.03
2024-06-20 17:10:49.030703,2.23,-0.07,-0.28,-0.02,-0.08,-0.07,1.07,-1.28,1.62,-0.10,0.01,0.09
2024-06-20 17:10:50.060716,1.87,0.09,-0.11,-0.14,-0.32,-0.03,1.29,-0.22,0.15,0.18,0.08,-0.17
2024-06-20 17:10:51.095591,2.28,0.03,-0.25,0.08,0.14,0.01,1.06,-1.45,1.64,-0.43,0.27,0.12
2024-06-20 17:10:52.122934,2.22,0.18,-0.33,-0.10,-0.28,-0.00,1.72,-0.35,0.29,-0.04,0.01,-0.01
2024-06-20 17:10:53.437995,2.19,0.06,-0.23,0.10,0.25,0.04,1.76,-0.68,0.54,0.39,-0.10,-0.26
2024-06-20 17:10:55.467649,2.29,-0.35,-0.47,-0.32,-0.29,0.21,1.71,-0.18,0.25,-0.27,0.20,0.03
2024-06-20 17:10:57.496372,2.08,-0.19,-0.39,0.31,0.41,-0.05,1.66,-0.58,0.43,0.79,-0.00,-0.49
2024-06-20 17:10:59.573033,2.27,-0.26,-0.41,0.03,0.07,0.04,1.39,-0.11,0.22,0.33,-0.05,-0.17
2024-06-20 17:11:01.637445,1.68,-0.36,-0.39,-0.25,-0.28,-0.04,1.63,-0.99,1.18,0.44,-0.27,-0.29
2024-06-20 17:11:02.669425,2.01,-0.51,-0.43,-0.22,-0.34,0.06,1.16,-0.57,1.16,0.03,0.10,-0.12
2024-06-20 17:11:03.712653,2.35,-0.49,-0.53,0.04,0.05,-0.03,1.14,-1.39,1.94,-0.14,0.09,0.13
2024-06-20 17:11:04.749378,1.81,-0.18,-0.30,-0.13,-0.14,-0.00,1.45,-1.05,1.35,0.34,-0.16,-0.17
2024-06-20 17:11:05.929067,2.30,-0.45,-0.51,-0.02,-0.01,0.01,1.60,-1.10,1.42,0.44,-0.28,-0.20
2024-06-20 17:11:07.066587,1.92,-0.27,-0.41,0.03,0.13,0.08,1.49,-1.38,1.71,0.08,-0.05,-0.04
2024-06-20 17:11:08.130917,2.10,-0.44,-0.45,0.07,0.09,0.03,1.39,-1.30,1.66,0.06,-0.06,0.00
2024-06-20 17:11:09.154893,1.90,-0.19,-0.28,-0.14,-0.21,-0.02,1.50,-0.91,1.12,0.25,-0.10,-0.16
