2024-06-21 12:29:13.069080,0
2024-06-21 12:29:13.161927,0
2024-06-21 12:29:13.208532,0
2024-06-21 12:29:13.288104,0
2024-06-21 12:29:13.364963,0
2024-06-21 12:29:13.434671,0
2024-06-21 12:29:13.498527,0
2024-06-21 12:29:13.571485,0
2024-06-21 12:29:13.620630,0
2024-06-21 12:29:13.690247,0
2024-06-21 12:29:13.745828,0
2024-06-21 12:29:13.810073,0
2024-06-21 12:29:13.863195,0
2024-06-21 12:29:13.924002,0
2024-06-21 12:29:14.008338,0
2024-06-21 12:29:14.081431,0
2024-06-21 12:29:14.134432,0
2024-06-21 12:29:14.220951,0
2024-06-21 12:29:14.269718,366
2024-06-21 12:29:14.329513,207
2024-06-21 12:29:14.400832,91
2024-06-21 12:29:14.445734,507
2024-06-21 12:29:14.538155,223
2024-06-21 12:29:14.616161,92
2024-06-21 12:29:14.665896,27
2024-06-21 12:29:14.722946,0
2024-06-21 12:29:14.793702,1610
2024-06-21 12:29:14.850724,1140
2024-06-21 12:29:14.918338,735
2024-06-21 12:29:14.972388,1971
2024-06-21 12:29:15.023019,1392
2024-06-21 12:29:15.074565,1021
2024-06-21 12:29:15.128240,1244
2024-06-21 12:29:15.175475,867
2024-06-21 12:29:15.242401,563
2024-06-21 12:29:15.315362,353
2024-06-21 12:29:15.371443,238
2024-06-21 12:29:15.479419,94
2024-06-21 12:29:15.541684,19
2024-06-21 12:29:15.598002,0
2024-06-21 12:29:15.650985,0
2024-06-21 12:29:15.719905,0
2024-06-21 12:29:15.791046,0
2024-06-21 12:29:15.860904,0
2024-06-21 12:29:15.907525,0
2024-06-21 12:29:15.965867,0
2024-06-21 12:29:16.042939,0
2024-06-21 12:29:16.107257,0
2024-06-21 12:29:16.165311,0
2024-06-21 12:29:16.232911,0
2024-06-21 12:29:16.319106,0
2024-06-21 12:29:16.370354,0
2024-06-21 12:29:16.456481,0
2024-06-21 12:29:16.515773,0
2024-06-21 12:29:16.576174,0
2024-06-21 12:29:16.645303,0
2024-06-21 12:29:16.707894,0
2024-06-21 12:29:16.785734,0
2024-06-21 12:29:16.830114,0
2024-06-21 12:29:16.891932,0
2024-06-21 12:29:16.956116,0
2024-06-21 12:29:17.036001,0
2024-06-21 12:29:17.098438,0
2024-06-21 12:29:17.170718,0
2024-06-21 12:29:17.254580,1999
2024-06-21 12:29:17.323835,1410
2024-06-21 12:29:18.541844,0
2024-06-21 12:29:18.713033,0
2024-06-21 12:29:19.021245,0
