2024-06-21 12:16:12.197412,38
2024-06-21 12:16:12.306734,0
2024-06-21 12:16:12.364907,293
2024-06-21 12:16:12.428146,1105
2024-06-21 12:16:12.495113,691
2024-06-21 12:16:12.554317,434
2024-06-21 12:16:12.636971,244
2024-06-21 12:16:12.797410,14
2024-06-21 12:16:13.022912,0
2024-06-21 12:16:13.078002,0
2024-06-21 12:16:13.126254,0
2024-06-21 12:16:13.170534,0
2024-06-21 12:16:13.262917,0
2024-06-21 12:16:13.809161,849
2024-06-21 12:16:14.052388,961
2024-06-21 12:16:14.094764,750
2024-06-21 12:16:14.254295,261
2024-06-21 12:16:14.503827,2549
2024-06-21 12:16:14.896251,1595
2024-06-21 12:16:15.047975,479
2024-06-21 12:16:15.703315,14
2024-06-21 12:16:16.104495,0
2024-06-21 12:16:17.037120,805
2024-06-21 12:16:17.246332,656
2024-06-21 12:16:17.503266,1535
2024-06-21 12:16:17.573999,1001
2024-06-21 12:16:17.670365,753
2024-06-21 12:16:17.728607,1116
2024-06-21 12:16:17.937987,2646
2024-06-21 12:16:18.739367,702
2024-06-21 12:16:18.963562,144
2024-06-21 12:16:19.083617,32
2024-06-21 12:16:19.156930,0
2024-06-21 12:16:19.403413,0
2024-06-21 12:16:19.797630,1258
2024-06-21 12:16:19.866260,2075
2024-06-21 12:16:19.919920,1433
2024-06-21 12:16:19.978157,2624
2024-06-21 12:16:20.065152,1456
2024-06-21 12:16:20.176840,816
2024-06-21 12:16:20.410801,148
2024-06-21 12:16:20.468142,545
2024-06-21 12:16:20.519874,2847
2024-06-21 12:16:20.575645,2846
2024-06-21 12:16:20.631975,1937
2024-06-21 12:16:20.690365,1334
2024-06-21 12:16:20.792222,1157
2024-06-21 12:16:21.203930,996
2024-06-21 12:16:21.378051,349
2024-06-21 12:16:21.455198,192
2024-06-21 12:16:21.531127,128
2024-06-21 12:16:21.799655,0
2024-06-21 12:16:21.873640,0
2024-06-21 12:16:21.926855,0
2024-06-21 12:16:21.997587,0
2024-06-21 12:16:22.042056,0
2024-06-21 12:16:22.112109,0
2024-06-21 12:16:22.180991,0
2024-06-21 12:16:22.285593,0
2024-06-21 12:16:22.622181,0
2024-06-21 12:16:22.748902,0
2024-06-21 12:16:22.805963,0
2024-06-21 12:16:22.873024,2030
2024-06-21 12:16:23.477122,586
2024-06-21 12:16:23.558934,360
2024-06-21 12:16:23.888541,2860
2024-06-21 12:16:23.958751,3274
2024-06-21 12:16:24.027282,2281
2024-06-21 12:16:24.088305,3029
2024-06-21 12:16:24.169419,1835
2024-06-21 12:16:24.248445,2721
2024-06-21 12:16:24.481844,1797
2024-06-21 12:16:24.662933,3184
2024-06-21 12:16:24.753833,1680
2024-06-21 12:16:24.807673,1193
2024-06-21 12:16:24.860881,881
2024-06-21 12:16:25.072645,225
2024-06-21 12:16:25.273135,165
2024-06-21 12:16:25.418467,0
2024-06-21 12:16:25.489128,0
2024-06-21 12:16:25.561065,0
2024-06-21 12:16:25.600547,0
2024-06-21 12:16:25.655631,0
2024-06-21 12:16:25.719770,0
2024-06-21 12:16:25.790170,0
2024-06-21 12:16:25.876281,0
2024-06-21 12:16:26.127053,0
2024-06-21 12:16:26.213877,939
2024-06-21 12:16:26.267919,2332
2024-06-21 12:16:26.328036,2258
2024-06-21 12:16:26.505594,1648
2024-06-21 12:16:26.714732,1456
2024-06-21 12:16:26.794526,922
2024-06-21 12:16:26.864082,610
2024-06-21 12:16:26.942915,371
2024-06-21 12:16:27.011266,694
2024-06-21 12:16:27.089926,1719
2024-06-21 12:16:27.158286,2500
2024-06-21 12:16:27.349742,3199
2024-06-21 12:16:27.564026,1780
2024-06-21 12:16:27.624187,1192
2024-06-21 12:16:27.667676,926
2024-06-21 12:16:27.760985,1104
2024-06-21 12:16:27.962152,400
2024-06-21 12:16:28.348914,1
2024-06-21 12:16:28.424244,756
2024-06-21 12:16:28.474115,476
2024-06-21 12:16:28.597844,176
2024-06-21 12:16:28.651938,96
2024-06-21 12:16:28.697903,39
2024-06-21 12:16:28.978269,0
2024-06-21 12:16:29.163799,0
2024-06-21 12:16:29.225723,0
2024-06-21 12:16:29.284941,898
2024-06-21 12:16:29.340684,2125
2024-06-21 12:16:29.381563,1555
2024-06-21 12:16:29.437184,1262
2024-06-21 12:16:29.499600,1040
2024-06-21 12:16:29.583888,1316
2024-06-21 12:16:29.806643,943
2024-06-21 12:16:29.944546,442
2024-06-21 12:16:30.032099,273
2024-06-21 12:16:30.088171,146
2024-06-21 12:16:30.130723,336
2024-06-21 12:16:30.197534,2828
2024-06-21 12:16:30.827838,1861
2024-06-21 12:16:31.235399,135
2024-06-21 12:16:31.352601,7
2024-06-21 12:16:31.408162,0
2024-06-21 12:16:32.665078,1859
2024-06-21 12:16:32.861491,766
2024-06-21 12:16:33.535764,1517
2024-06-21 12:16:33.706755,2231
2024-06-21 12:16:34.088747,663
2024-06-21 12:16:34.159266,432
2024-06-21 12:16:34.223570,290
2024-06-21 12:16:34.297649,172
2024-06-21 12:16:34.378772,66
2024-06-21 12:16:34.459691,0
2024-06-21 12:16:34.510962,0
2024-06-21 12:16:34.580944,0
2024-06-21 12:16:34.629173,0
2024-06-21 12:16:34.698733,0
2024-06-21 12:16:34.756413,0
2024-06-21 12:16:34.806058,0
2024-06-21 12:16:34.868534,0
2024-06-21 12:16:34.922345,0
2024-06-21 12:16:34.978101,2223
2024-06-21 12:16:35.053616,1280
2024-06-21 12:16:35.188552,2755
2024-06-21 12:16:35.269423,2112
2024-06-21 12:16:38.663804,1811
2024-06-21 12:16:39.197725,261
2024-06-21 12:16:39.247390,171
2024-06-21 12:16:39.301976,99
2024-06-21 12:16:39.381222,18
2024-06-21 12:16:39.441656,0
2024-06-21 12:16:39.498491,0
2024-06-21 12:16:39.553135,0
2024-06-21 12:16:39.616904,0
2024-06-21 12:16:39.667333,0
2024-06-21 12:16:39.738888,0
2024-06-21 12:16:39.813219,0
2024-06-21 12:16:40.013205,0
2024-06-21 12:16:40.072541,0
2024-06-21 12:16:40.142780,0
2024-06-21 12:16:40.199783,0
2024-06-21 12:16:40.312441,0
2024-06-21 12:16:40.463505,2587
2024-06-21 12:16:40.535389,2119
2024-06-21 12:16:40.605547,3637
2024-06-21 12:16:49.019097,1695
2024-06-21 12:16:49.088950,1641
2024-06-21 12:16:49.142465,2215
2024-06-21 12:16:49.451922,825
2024-06-21 12:16:49.522367,527
2024-06-21 12:16:49.590796,343
2024-06-21 12:16:49.928090,2158
