
2024-06-20 17:23:38.419576,0.09,6.97,0.82,0.00,-0.00,-0.00,-2.59,-10.01,6.09,0.00,0.00,-0.00
2024-06-20 17:23:39.451959,0.08,6.99,0.79,0.00,-0.00,-0.00,-2.59,-10.00,6.10,0.00,0.00,-0.00
2024-06-20 17:23:41.501802,0.08,7.00,0.78,-0.00,0.00,-0.00,-2.59,-10.00,6.10,-0.00,-0.01,-0.00
2024-06-20 17:23:42.545737,0.07,6.99,0.80,0.01,-0.00,-0.01,-2.59,-9.98,6.10,0.00,-0.00,-0.00
2024-06-20 17:23:43.571124,0.08,7.01,0.81,0.01,0.00,-0.01,-2.57,-9.96,6.10,0.00,0.00,-0.00
2024-06-20 17:23:45.611986,0.08,7.00,0.80,0.00,-0.00,-0.00,-2.58,-9.90,6.09,0.02,0.00,-0.00
2024-06-20 17:23:47.646791,0.05,7.05,0.80,0.01,-0.00,-0.01,-2.55,-9.88,6.11,0.00,-0.00,-0.00
2024-06-20 17:23:49.705734,0.07,7.06,0.77,-0.00,0.00,-0.00,-2.58,-9.88,6.10,0.00,0.00,-0.00
2024-06-20 17:23:51.745551,0.06,7.06,0.78,-0.00,0.00,-0.00,-2.57,-9.84,6.12,0.00,0.00,-0.00
2024-06-20 17:23:53.786928,0.07,7.08,0.78,0.00,-0.00,-0.01,-2.55,-9.85,6.11,-0.00,-0.00,-0.00
2024-06-20 17:23:55.997950,0.07,7.08,0.78,0.00,-0.00,-0.00,-2.57,-9.83,6.12,-0.00,0.00,-0.00
2024-06-20 17:23:57.025127,0.07,7.07,0.76,-0.00,0.00,-0.00,-2.56,-9.83,6.12,-0.00,-0.01,-0.00
2024-06-20 17:23:58.096106,0.07,7.07,0.78,0.00,-0.00,-0.00,-2.57,-9.83,6.14,-0.00,-0.00,-0.00
2024-06-20 17:24:00.087652,0.09,7.08,0.77,0.00,0.00,-0.00,-2.56,-9.82,6.11,0.00,0.00,-0.00
2024-06-20 17:24:01.140765,0.08,7.07,0.79,0.00,0.00,-0.00,-2.57,-9.81,6.11,0.00,0.00,-0.00
2024-06-20 17:24:02.192929,0.08,7.07,0.79,0.00,0.00,-0.00,-2.58,-9.80,6.12,-0.00,-0.01,-0.00
2024-06-20 17:24:04.208695,0.09,7.10,0.76,0.01,-0.00,-0.01,-2.56,-9.81,6.10,-0.00,0.00,-0.00
2024-06-20 17:24:06.235826,0.08,7.08,0.78,0.00,0.00,-0.00,-2.55,-9.78,6.12,-0.00,-0.01,-0.01
2024-06-20 17:24:08.286465,0.09,7.10,0.76,0.00,0.00,-0.00,-2.57,-9.76,6.13,0.00,0.00,-0.00
2024-06-20 17:24:10.310976,0.10,7.13,0.77,0.01,-0.01,-0.01,-2.55,-9.79,6.12,-0.00,0.00,-0.00
2024-06-20 17:24:12.356746,0.10,7.11,0.76,0.00,0.00,-0.00,-2.55,-9.77,6.12,-0.00,-0.02,-0.00
2024-06-20 17:24:14.396054,0.09,7.10,0.78,0.02,-0.01,-0.01,-2.57,-9.75,6.12,0.00,0.00,-0.00
2024-06-20 17:24:16.435815,0.11,7.15,0.78,0.02,-0.01,-0.01,-2.55,-9.75,6.12,-0.00,0.00,-0.00
2024-06-20 17:24:18.689974,0.10,7.14,0.75,0.00,0.00,-0.00,-2.55,-9.74,6.13,0.00,0.00,-0.00
2024-06-20 17:24:20.714438,0.09,7.13,0.76,-0.00,-0.00,-0.00,-2.54,-9.73,6.13,0.00,-0.00,-0.00
2024-06-20 17:24:22.749882,0.10,7.14,0.75,-0.00,0.00,-0.00,-2.55,-9.71,6.13,-0.00,0.00,-0.00
2024-06-20 17:24:24.796423,0.08,7.15,0.76,0.00,0.00,-0.00,-2.55,-9.72,6.13,-0.00,0.00,-0.00
2024-06-20 17:24:26.827459,0.09,7.16,0.75,-0.00,0.00,-0.00,-2.56,-9.70,6.12,-0.00,-0.02,-0.00
2024-06-20 17:24:28.933955,0.08,7.17,0.75,0.00,0.00,-0.00,-2.54,-9.68,6.12,-0.00,0.00,-0.00
2024-06-20 17:24:30.906970,0.08,7.16,0.75,0.01,-0.01,-0.01,-2.53,-9.68,6.13,0.00,0.00,-0.00
2024-06-20 17:24:32.938215,0.07,7.17,0.73,0.00,0.00,-0.00,-2.56,-9.66,6.12,0.00,0.00,0.00
2024-06-20 17:24:34.978384,0.08,7.18,0.74,0.01,-0.01,-0.01,-2.54,-9.64,6.13,0.00,0.00,-0.00
2024-06-20 17:24:37.027334,0.08,7.19,0.75,-0.00,0.00,-0.00,-2.57,-9.63,6.14,0.00,0.00,-0.00
2024-06-20 17:24:39.053078,0.07,7.19,0.73,0.01,-0.00,-0.01,-2.55,-9.63,6.14,-0.00,-0.00,-0.00
2024-06-20 17:24:41.092061,0.05,7.21,0.74,0.00,0.00,-0.00,-2.55,-9.60,6.15,-0.00,-0.02,-0.00
2024-06-20 17:24:43.131702,0.05,7.22,0.73,0.00,0.01,-0.00,-2.55,-9.58,6.14,0.00,0.00,-0.00
2024-06-20 17:24:45.171096,0.04,7.23,0.74,0.00,0.00,-0.00,-2.54,-9.55,6.13,-0.00,-0.01,-0.00
2024-06-20 17:24:47.211220,0.03,7.25,0.72,-0.00,0.00,-0.00,-2.55,-9.53,6.14,0.00,0.00,-0.00
